attrition,age,years_at_company,salary,commute_distance,job_satisfaction,work_life_balance,num_promotions,training_hours,performance_rating,overtime_hours,num_projects,monthly_income
0,22.0,8.586821964784958,79.34712671167013,11.933306821326221,2,4,1,20.07984169807252,2.942237386425951,10.86881345711355,1,6.612260559305844
0,31.001227654020827,3.8535992741946865,94.78997676821281,3.7184939641207757,4,2,0,51.67930327496645,3.697974242682711,2.051868208491153,1,7.899164730684401
0,47.274624317585825,3.192132376976649,68.36751397067171,20.710391406226172,4,2,1,34.01403555103084,3.491781323075596,25.76482504342823,3,5.697292830889309
0,36.263643172097844,0.5730243359389002,66.82569180542046,12.563874192624658,3,2,0,52.12157490963116,3.3734689427044393,7.605608580142241,2,5.5688076504517054
0,38.02845915896811,0.5,59.51044301678216,5.781810425746945,4,2,0,10.410578681465404,3.6347254292867275,19.212940666771672,8,4.9592035847318465
0,44.88222711102285,2.55942666179674,46.1220319576617,17.07226753171689,5,3,1,62.39152432703789,3.7511835831495435,1.0354731197155838,1,3.8435026631384748
0,29.204636569909482,14.136792042726182,67.63662403794447,11.715828847845755,5,2,4,100.0,4.6256211432031105,16.63914116398927,3,5.636385336495373
1,40.83627323807291,1.2399863121456525,57.38645897196584,5.540438044778747,4,1,1,60.58972559665906,3.377956798445434,43.59992002646108,5,4.782204914330486
0,29.946334819343843,6.379261212859159,83.8249128863768,15.206468374287223,4,3,0,35.808871665198886,3.1884467811162884,7.500079064620647,4,6.985409407198066
0,22.0,3.8291245821986037,139.3147691184212,29.896932127748236,3,2,1,18.52202450216746,2.8513737584574717,12.600055285113969,6,11.609564093201767
0,34.09100206244899,4.01557227662053,50.84928669489951,30.31754324597945,5,2,2,7.141422516196533,4.043404082991193,2.8330913275395524,3,4.237440557908292
0,43.73805862405058,15.095419224039974,115.498019414593,4.691628266077595,4,1,3,40.190527727657326,5.0,38.47843606799596,4,9.624834951216084
0,41.38589050999801,9.828714431330583,44.19311342666525,1.0,3,4,3,50.9879249345562,4.075402604315348,2.5667793581409457,3,3.682759452222104
1,37.8816950552118,9.465033051509941,64.59195602689891,1.2370159485516241,4,2,2,5.744264636086721,3.455687248125361,35.03920654696746,2,5.382663002241576
0,61.92365265937726,0.5,81.68014378406284,27.18707059566618,2,3,1,17.014007538969036,3.5753771550480393,32.11475083843923,3,6.806678648671903
0,42.12912160308779,22.213715541240756,66.58105637193728,2.807261643821239,4,3,5,13.314295390039502,5.0,20.04424358422796,6,5.548421364328107
0,47.78736005937346,14.424680009945007,96.050982661783,20.19371022655956,4,2,6,16.78077036852665,3.408698292838507,12.727852911166039,0,8.004248555148584
0,60.38143338497953,0.5756241822784703,86.94307509234537,16.014424108491145,5,4,0,43.46140546248417,3.526513989594424,5.334208999708064,2,7.245256257695448
0,25.059146768387514,3.9980476281486337,80.30745473345313,4.299941755774096,3,2,0,8.024681638952874,3.4098871441017424,3.08157785647148,3,6.692287894454427
0,27.612117897950466,0.5,93.75497802090366,4.173534413034857,3,3,0,53.95407049859148,2.1819148442732197,27.478590628713555,7,7.812914835075305
0,55.437122251229304,0.5636378197873506,72.98580532336058,2.5056358586873073,4,2,0,13.687982706818273,4.301791982158912,13.478235604788843,5,6.082150443613382
0,30.019372647589375,10.090397589105763,93.78859414872636,10.029945550082964,5,4,2,32.07626294348763,3.5343968530517045,13.216258664389189,1,7.81571617906053
1,38.296832303033305,0.5,81.24011867509401,7.038218153008122,3,1,0,62.73887864171059,3.88956315080604,37.966856187980866,2,6.770009889591168
1,48.69315969424349,1.495939841248306,65.87864244360664,14.6013898312226,4,2,3,2.593284787935298,3.3503347866406927,38.96147839346244,4,5.489886870300553
0,46.907063912931704,3.3827613695246357,76.20843528667709,1.0,4,3,0,19.66243614532435,2.769546876090978,7.418869412187016,4,6.350702940556424
0,55.54886181981109,1.5136813693914069,86.00186085587812,33.61798630727485,5,2,0,6.703360128853903,3.4049179881756624,10.995563885104305,5,7.166821737989843
0,52.956441370334694,13.56867761224835,71.46960216093986,1.0,3,3,3,9.383340388655187,3.7267155861612054,3.765766039687482,5,5.955800180078321
0,48.693926697057364,1.9605668448203541,95.71216033759838,1.12514778169302,5,4,0,35.23757471276722,3.445659764097315,20.044845752101963,3,7.976013361466531
0,30.272912857528084,6.271368596283815,55.580963707921676,8.20814938015448,4,3,0,28.15625824410616,3.5685535998314437,8.146118321051034,6,4.63174697566014
1,45.94862667793218,7.419501894829614,85.08213338417468,5.589376455890898,5,2,2,6.07154960232569,3.45672020436689,42.06755438503876,4,7.090177782014557
0,41.14271994506867,0.5,88.75879323144851,5.523018562182148,2,2,1,16.566033121767912,3.626528347792535,7.202442187062172,5,7.396566102620709
0,24.73734540059544,2.4303003896343265,106.21756156005748,2.2617972898485164,1,3,0,26.616213976356022,3.050692460316513,8.18087614916909,4,8.851463463338122
0,52.172990464768525,1.0949467214284843,103.73676735833095,17.137869796357425,3,2,0,46.45476600043253,3.5761693702572597,9.306803873943919,4,8.644730613194247
1,46.07236534578566,1.4822601030859837,91.93559730219948,4.036647506332901,1,3,0,19.014127450599034,3.641273665349248,42.134573872588874,2,7.6612997751832905
0,38.454900806310974,2.6470598266123857,68.7289717405438,1.5325139375128192,4,3,1,18.64367553705882,3.1839828397287686,19.487000353364028,1,5.727414311711983
0,35.669079390155865,0.5,50.49864478315917,3.43331255731247,4,2,0,22.341535469855312,4.230315816727689,6.85764356336853,7,4.208220398596597
0,26.01698855299213,4.73382431372961,72.46453090112364,5.449815389932908,4,4,0,34.54286528231152,3.563847284483789,12.955450546537783,4,6.03871090842697
0,39.99524073558633,1.063720362739404,57.43174975421171,22.42944595861919,4,4,0,35.879700240435774,2.905378492703603,11.02642514009925,6,4.785979146184309
0,42.684391194456445,0.5,80.23544018250192,18.313507055019326,4,3,0,27.5114741423439,4.372622635549939,4.803564939348021,2,6.68628668187516
0,29.688450157567207,2.9531631505992237,101.17383607037365,10.822723383321506,3,2,0,36.18869167886206,4.20865639742394,4.214932244322271,2,8.431153005864472
0,49.622040490995296,2.0812405095289765,125.70143780310684,26.4655333416872,3,3,0,14.907399922232354,3.046937350260321,18.3291175804002,3,10.47511981692557
0,27.027969535169657,18.439943616349062,121.19829366547017,9.775892581059683,4,2,6,9.11776946388412,3.941988787424546,6.022719851671486,3,10.099857805455848
0,22.0,8.06992176156663,55.77104501314989,13.914137027462418,4,3,0,24.64732642363684,3.776982456519298,12.757121399648286,6,4.647587084429158
0,48.397270908927005,1.5762461558210017,142.72735933516236,4.428025296699319,5,2,0,41.24816095928865,3.2518231631537233,33.830569309022174,6,11.89394661126353
0,33.96633961897893,4.476823752928027,111.84912822021012,3.678840497321242,5,3,3,11.75823268334462,3.8765349433108147,1.543150407888922,5,9.32076068501751
0,36.73970414686985,3.824819595643772,81.25593966706705,9.490689411823723,2,1,2,41.46976212453074,2.0629498809624627,1.7128359970277733,2,6.771328305588921
0,29.624832771749467,1.0212115053581128,109.864506517906,19.215772572593735,4,3,0,4.719078880709097,2.35437876161074,12.547760513377677,6,9.155375543158833
0,22.0,7.233249596555236,73.68551815159836,3.8422107991145626,4,2,2,11.448695655134815,3.838718149322704,2.8654812559769614,2,6.14045984596653
0,50.552373747242186,6.0324397593636805,136.84533258287993,7.412155036831567,5,1,0,27.16882248627488,2.10773053178589,1.8683474681029226,3,11.403777715239995
0,31.111310161530785,0.684711575823404,65.4894615947432,1.0,3,3,0,15.959474398144252,3.5241343919304082,11.13825558636549,7,5.457455132895267
1,54.609524881479395,6.451461062889451,70.64790165768778,36.43273748841175,1,4,0,30.986583735290477,3.1282994250814107,23.07197184471514,6,5.887325138140649
0,46.07308186210729,4.953130674728905,180.68965165914906,20.907880621793314,2,1,2,16.50259117267513,4.6129313281080275,26.1733536276519,2,15.057470971595755
0,34.8524185328254,0.5,89.47998402966029,5.59888575979925,4,2,0,22.071797881493456,4.086472685995881,19.85127973994642,5,7.456665335805024
0,27.140975988731334,0.5,86.84245796550326,9.613623759527094,3,3,0,56.04685809053145,2.8127980733774622,13.391469034449187,6,7.2368714971252714
0,30.67538013279543,3.962332343052358,200.0,3.46538198182123,4,3,1,50.725292718376046,3.8980566661889244,9.463474604705882,5,16.666666666666668
0,25.874768689048302,0.5,159.6753529610871,50.0,3,3,0,5.847122890263297,3.1309895392780662,4.608558170250473,6,13.306279413423924
0,58.87113359588186,4.6695508818086555,133.32004272129737,1.208762750511816,4,4,1,21.9490017714011,3.2879669107398692,35.9969022595339,2,11.110003560108114
0,39.64441230229825,0.9488749070943312,60.559318720615835,3.385746925993663,4,2,0,73.01740501533831,3.9955713669825443,30.34134433759213,4,5.046609893384653
0,49.502055425466324,5.806623528872999,114.22425339307601,7.5183808426658345,3,1,1,4.392932196246501,3.6491052384898963,11.189601687153514,5,9.518687782756334
0,25.326479509897727,2.308827127337971,96.84562410455311,1.0,3,3,0,37.48591052936893,3.5810733339392473,19.619549373402133,3,8.070468675379425
0,39.81035129597004,6.763826025081981,69.91761508803717,8.870806323386603,3,2,1,10.26153349687325,3.137697697108816,8.372566613419087,6,5.826467924003097
0,49.77861938808578,1.0633393595550225,48.61370904887244,14.195459894248724,4,4,0,9.317736957641452,4.682209976912534,10.49635443384359,1,4.05114242073937
0,34.64989238066984,5.299060538605699,48.94505816166835,1.46143260424948,5,2,1,24.79019671703906,3.267345638116331,9.366113732594053,2,4.078754846805696
0,48.31114458921743,17.977782701586413,76.40214549947127,8.40529845231121,4,2,4,26.265988190121067,4.179547309006621,14.378035954288181,4,6.366845458289273
0,27.154320879942336,3.355455869376139,96.38649320322267,1.440778085998152,5,3,0,54.23877616717892,3.345213011909823,5.207394420604004,3,8.032207766935223
0,24.36528455381416,1.636734787394659,82.13433049058943,1.7515992992034601,1,3,1,26.185740029691296,4.123557056356711,19.589861495224557,6,6.844527540882453
0,41.79400612078136,1.8905747365392798,70.83947694705508,4.885325601103007,3,2,1,21.845025510941266,5.0,22.786978319456665,10,5.903289745587923
0,34.208235654274475,1.053441337477755,42.16408919966496,11.120670516780024,2,3,0,18.401714769579044,3.4080227375267023,6.523183520952766,2,3.51367409997208
0,44.42054689271831,4.2569240038330936,94.20620109197426,1.0,3,4,1,16.280864840828173,2.443593917627692,15.21961773725036,1,7.850516757664522
0,22.0,3.5991046163985274,57.62390116152304,9.987564768125583,3,1,1,19.02032395212088,4.132350795634435,8.564193506965838,2,4.801991763460253
0,45.12264635470518,3.991430836822278,88.42411696128268,2.593072673001853,3,2,0,58.30193287763915,3.44258724776248,3.587727143580517,3,7.368676413440223
0,63.98303927269315,5.749662769954514,48.83080015020509,33.81657874813392,5,2,0,15.913346503452507,3.1702230928229373,6.966625026962889,2,4.069233345850424
0,37.75374018568521,0.5,51.85137535405704,5.459100805685049,4,3,0,12.632858505694617,4.320742604012259,5.5304591458806005,4,4.32094794617142
0,38.34142128909839,0.6727827892297068,128.08256588394016,8.925390651221667,4,3,0,30.82140227043184,3.2666039487950784,24.464395346976474,2,10.673547156995014
0,39.79549484638679,1.199923699421887,66.76408618604862,14.08286823039581,5,3,0,16.141340366972177,4.171563028299528,10.894981141662859,3,5.563673848837385
0,22.0,0.5,108.58047150633297,1.6582301547712206,4,4,0,3.6144933380610174,2.5127187676823532,8.909088340187685,2,9.048372625527747
0,42.261466396903096,1.0259641356087,64.77479644460354,25.703083447693675,5,1,0,31.662305996491117,2.517477954811824,5.083068436383934,3,5.397899703716962
1,22.0,9.33680506678232,184.1622245660509,10.328124156288876,5,3,2,40.74876128440931,3.818342861524591,60.0,2,15.346852047170907
0,33.723204018761955,5.2484780187800615,145.8318968604132,18.523333551676586,2,3,0,56.58341564001653,3.3571208563816577,29.604806773755715,3,12.152658071701099
0,50.42869549603737,0.8784965102668639,64.35485531274102,6.036561566310244,3,4,0,13.767045395668244,3.7452311149601023,3.5029146258862207,5,5.362904609395085
0,30.647830438999236,0.5,112.34166995525241,1.967880010005648,2,2,0,33.37342303711211,3.8387171290751345,1.3027302836828065,0,9.361805829604368
0,43.012489895674,1.433993099741181,57.49709792792955,5.303480971401312,4,3,0,6.305454126405396,2.7235328710652427,23.13381355188067,4,4.791424827327463
0,48.127390539563706,6.248160963107479,150.49618332484326,3.743982307384059,3,4,5,21.296217463626807,3.0646170042489116,3.966396379082193,8,12.541348610403604
0,40.787408560959996,2.9529241553099723,82.67597510110303,2.026968807748518,5,3,1,67.87067087360678,3.404414808012347,2.9706375737120667,2,6.889664591758586
0,24.290515299053922,3.83397500251382,114.7649142717367,25.169413788486928,4,4,2,6.230775704448716,3.771523110198439,4.94094352808471,2,9.563742855978058
0,34.67524724648586,3.83503985337319,97.59655784500937,11.069539463794788,4,1,0,7.06741024869695,2.9018278727425573,15.490948398831957,4,8.133046487084114
0,57.59411342388286,1.3433177719192813,74.17427813330846,16.960443294936816,3,4,0,17.70387331990976,3.493617416993627,24.388326063314686,3,6.181189844442372
0,22.0,0.9242038261589757,93.44205478157434,21.389343702227865,4,4,0,11.582569551000264,2.2137984910711914,22.611406597709205,1,7.786837898464529
0,35.242139861338245,0.8598794430037837,79.32171301627777,21.855456089849095,3,3,0,37.70271990983526,4.536742467164982,14.383217134792933,2,6.610142751356481
1,32.47891928511893,16.656518501659644,55.830333806931165,2.5045775134041843,2,1,5,8.07689447227443,3.2242163005568774,60.0,2,4.6525278172442635
0,39.207473630971386,14.026888954294979,98.24627205711016,1.0,1,3,5,52.66241961754748,3.949519238765611,9.54646090401167,4,8.187189338092514
0,45.482156171872305,6.886821342006697,97.8833462883955,20.126766930631376,3,1,1,30.682713795475372,3.041924755483906,23.677051303070883,4,8.156945524032958
0,54.086909680220536,5.210214740256069,57.06939075857673,7.07749186604129,2,4,2,7.498216241201701,4.042640923345188,7.460883856165452,2,4.755782563214727
0,35.29767607990842,1.2742769559147282,61.351613459980456,3.4264307403521066,4,2,1,31.134957195464512,3.287849900310251,7.566964447021674,5,5.112634454998371
0,46.1234132997682,0.6209621583214496,103.16535767780098,15.69867053597136,3,2,0,54.94206309147796,3.46072499874604,11.497851506827057,6,8.597113139816749
0,42.99740144865173,13.633236794580263,66.20109378428302,3.7332931437901773,4,4,6,3.1538524785472486,3.547696229582746,0.6897685950822828,3,5.516757815356918
1,42.743472978718,1.646954489577688,53.37030689427934,8.572530521246902,4,4,1,10.817858062501205,5.0,33.14376677741568,2,4.4475255745232785
0,32.360760684735276,1.050043274318301,66.63257907857667,14.158549860553801,4,4,0,20.100587992657367,3.737500102172981,8.407935522724827,5,5.552714923214722
0,28.026785312240992,12.935408577858343,120.74252051017268,1.2387806134561545,4,2,3,21.25877183522037,4.328352315741866,23.024674290093714,6,10.061876709181057
0,26.99956887379303,0.8495137209596377,65.1225313428115,1.3348790835819968,5,1,0,24.67373523957009,4.097955330492843,10.802262288220838,2,5.4268776119009585
0,30.43562790600877,1.769517004878805,152.9013030268076,1.0,3,4,0,12.035840732980832,3.46734091483333,7.6177766186444,1,12.741775252233966
0,41.216865758662266,0.9807528274652324,120.63718220941608,4.789879655791415,3,3,0,63.061841042818976,3.283038966413772,2.1098920550444773,4,10.05309851745134
0,45.609493931283296,0.5,63.311723354077564,46.46322203156711,5,2,0,26.925192684638507,2.8626690719276127,7.355851413017591,2,5.27597694617313
1,41.23468847856895,1.0172421984350655,55.00816408623032,33.543012786910126,3,4,0,11.773458332282917,3.5793516458796337,25.533119366647533,5,4.584013673852527
1,32.510449038042594,3.02755144799353,200.0,28.81757336734486,4,3,0,21.97592215024011,3.8996999862955484,60.0,3,16.666666666666668
0,56.05970109932475,3.7825959047458397,100.40081614096964,20.859733343304285,3,2,0,39.461040994216376,4.127946227179377,7.550981537222222,1,8.366734678414137
0,53.188656236315396,0.9184734915655042,66.58459590160567,3.68890585903706,4,4,0,43.04114748842828,5.0,18.845754913397315,4,5.548716325133806
0,34.45999887249827,6.305142774194032,113.8702216578716,14.329667351364346,3,3,2,8.101038106233315,3.97588630415254,9.458944254224164,5,9.489185138155966
0,29.765685940143342,3.83410660326772,86.57513080764787,22.122784150166357,5,2,0,79.5219701688707,3.4236370389876116,7.032883036897674,4,7.214594233970655
0,39.302149541579695,4.588267775639755,55.37728299949832,5.949333549457126,4,3,2,9.11245814149271,2.9446568027752074,2.51263000814974,1,4.614773583291527
0,50.672986450543526,1.9233253164926365,92.11881158743262,22.27234606046483,5,2,0,12.697053705055566,2.228569804016183,2.3882699757814514,2,7.676567632286051
0,41.32764977254117,1.1071118892321674,78.92611109105245,9.545081323665306,2,4,0,5.492560005006631,3.3647892758524507,15.21386914904058,3,6.57717592425437
0,43.56548704910044,7.9651969292546205,110.21289324160281,11.97827808758914,4,4,0,21.841303716502942,2.4110063631822003,2.3524190315044313,6,9.184407770133568
0,35.879198777243744,2.177394707266322,61.052299920880635,10.151589538781487,4,3,0,5.426467139529439,3.8196213505646046,3.6089061982435067,3,5.087691660073387
0,42.562708952022305,3.6896004074626267,59.65193222576821,13.495827061758451,1,4,1,48.879151877578856,4.527362940009521,12.24395643926291,3,4.970994352147351
0,53.44544451456139,6.7640243465725955,104.8553936129683,18.062286072546634,3,4,3,27.471586414162775,2.93227025153882,21.667709945159142,3,8.737949467747358
0,35.60331218522289,10.410373402979703,85.3721125728443,26.3181172861675,3,4,2,21.703184524654596,2.713322197268795,30.81900167828919,3,7.1143427144036915
0,39.43307732507873,2.9755488439069655,57.61916123412463,7.981256923543381,4,3,0,15.91039749586794,3.890292861953423,7.145478474671554,2,4.801596769510386
0,40.538164765496276,17.961928118270166,112.0533546876601,3.6279978438916105,5,3,5,18.073755611006497,3.451131296444422,31.985713691463165,3,9.337779557305009
0,40.837253557710376,3.749911076502872,134.25266747452358,15.677216461887271,4,2,1,57.63021998614774,4.443373592833904,2.6721912487726307,3,11.18772228954363
0,23.881111239287726,7.889763312981684,107.54662569439273,22.102123200560104,3,2,1,9.113034294556691,2.8206138410688264,0.07221842891064291,1,8.96221880786606
1,22.0,0.5,89.89231943237746,9.984373260573202,4,4,0,15.426606509729805,4.580369871029935,56.65050588053788,2,7.4910266193647885
0,27.803449290781607,0.5,111.95430048894804,6.425592232882867,4,3,0,21.261246369221197,4.469339875607528,6.445392622591082,3,9.32952504074567
0,39.67942295401668,4.763442105469407,112.65131011525041,5.341442041872928,3,3,0,2.007427968978725,3.369119068855268,15.644657187741789,1,9.387609176270868
0,43.538561660032116,2.4336782564287556,182.14912501418243,14.029122577358372,4,1,1,42.87808553212501,3.1876214332485784,7.427360019048111,4,15.179093751181869
1,32.69325440226376,7.220306298345829,71.39946083888448,4.823503984984144,3,2,1,9.286792493432669,4.906661287678503,39.12316668442347,4,5.94995506990704
0,51.772574828673065,4.240928879787686,108.53773271808379,4.66644141773041,4,2,1,32.82799012183693,3.7802759971215765,30.174933696230642,8,9.044811059840315
0,36.56824025673813,4.810449239164506,163.24610677846903,3.7907067415829125,3,3,1,68.20490484230622,4.990343273690561,32.50621769583928,3,13.603842231539085
0,38.20315998234624,0.9168987008119488,90.98252256063361,13.320104588938094,5,2,0,17.515494130025978,3.3944449066003335,32.022269412091504,4,7.581876880052801
0,36.060361294473374,4.012292777615079,38.99211115506453,5.021097023715189,2,3,0,57.78777523449025,3.5836110403380603,2.4213581279234835,5,3.2493425962553775
0,39.34026792746665,3.9339829090124843,72.48606279777206,27.175580226619417,4,3,1,37.45104735696036,3.483545832200278,4.296942748064329,5,6.040505233147672
0,45.04474074043603,6.687854281535229,42.05266279377928,7.217835676728842,4,3,2,11.043832998546854,3.576214392582683,17.670660344032683,6,3.504388566148273
0,44.656534379123315,6.071797066140883,192.49363026063236,30.302506945814084,2,3,3,17.40240773108812,2.90325845555831,3.338755012911949,3,16.041135855052698
1,29.015770593904097,4.875940386142113,100.49710992489517,1.495393211748344,2,4,0,25.533352425507697,4.03903729272251,42.13591858744782,0,8.374759160407931
0,53.23663776478527,0.8658023445364491,53.361118654136995,21.111837894722377,4,3,1,39.58404638285168,2.8270915347489844,10.66254406305189,1,4.44675988784475
0,27.049735425730823,17.33399487394239,61.216633337171274,19.168215877356424,5,3,3,25.737247524500447,3.9936982831872245,18.00035847235939,3,5.10138611143094
0,38.792270140906126,4.697394814679637,55.745833109081715,4.719870877354878,5,3,0,2.0771287056068237,3.141845534592975,9.612753478429333,2,4.645486092423476
0,35.256034264776474,0.8941651515650666,58.17507364884001,11.032509792663387,3,2,0,17.607849929814464,4.071743637714896,3.6324220194452495,4,4.847922804070001
0,27.510083226815127,8.152115955431452,70.02815408739059,20.78515466564079,4,3,0,20.732863805449476,3.7709037061568558,9.606517278741277,3,5.835679507282549
0,37.248794120261685,0.7608996472213593,97.4854927745208,4.487254043815385,3,3,0,15.234463260273316,4.393407931386778,30.592400575159594,0,8.123791064543399
0,30.591862267076017,1.57981221636396,89.46575516609575,27.831594109032007,2,3,1,25.657051270154923,3.830498108805759,14.147279709012587,6,7.455479597174645
0,38.729072432760525,4.1385366372772685,68.18118787263397,11.119530648201936,3,1,2,60.284297077636325,3.2391938457943756,8.457812652476646,3,5.681765656052831
0,42.03085961219367,0.8257531774338532,70.42456328790794,1.7687192591515775,4,3,0,47.555994825634116,3.4586176468965815,6.173194148625898,6,5.868713607325662
1,52.719293689732716,0.5,75.83158658116425,34.84320904548939,5,3,0,6.595238695540215,2.1014583005959024,43.89405110633527,3,6.319298881763687
0,41.07384218627414,5.700024717966557,52.61084338085145,11.599972376459748,5,4,1,12.131141312911701,3.634150689142591,20.39537228527308,5,4.384236948404287
0,31.88774659695175,0.5,94.68929182945334,1.6848761504374263,3,3,0,15.73655880954032,4.185135166590024,10.440210027019472,3,7.890774319121111
0,34.08380189280398,2.1583187182897268,69.16767077956519,8.783964613741288,4,4,0,36.92722329040178,2.9594657350680196,4.814284363015496,2,5.763972564963765
0,39.39978106114564,1.4086250655826584,57.64714621883919,16.808458336199173,4,2,0,7.2340342526338715,3.448345595285917,9.515571883309686,4,4.803928851569933
0,38.93460829462151,13.714608921631935,162.26487344073485,15.550868913485914,4,4,2,26.56398647755136,3.7390317944068583,2.798547121261121,5,13.522072786727904
0,52.59589268228421,4.326997432017344,46.59665635178193,15.375752334598863,4,4,0,22.232280157569253,3.8327715334520653,18.211122023756307,7,3.8830546959818277
0,51.953529297569546,0.5,70.42105321666266,4.529779889990095,5,2,0,38.626921550773105,2.7008820978478028,28.287911040928403,4,5.868421101388555
0,34.41064073757739,2.6344573791365034,85.97565238333407,1.9555064084451663,5,3,0,75.48136470498522,3.7567779443359175,34.726245285212975,8,7.164637698611172
0,32.513578718138014,2.340707748472188,86.50701474240662,8.232506324319516,2,1,1,9.599375420574315,3.4316740445562544,9.828477240519165,2,7.208917895200552
0,22.0,0.7855635588465504,83.35700709876966,20.766336175526735,3,3,0,7.885468319146059,2.524135874125838,12.460430976004744,4,6.946417258230805
0,32.5107958667778,6.603800735459011,81.56340690840868,8.069909678134202,2,3,0,19.97140537580603,3.140666057912012,3.2097919515583473,4,6.796950575700723
